author_id,created_at,id,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count
102129088,2022-04-20T04:59:16.000Z,1516642633065635844,Oscars' 'punishment' for Will Smith slap is pathetic and weak https://t.co/KYfLPB1ulJ via @nypost GREAT TAKE 👍👍,0,0,0,0
1505024907381334017,2022-04-20T04:22:35.000Z,1516633403374059522,"RT @Variety: Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/svri75vNsP",5,0,0,0
1505024907381334017,2022-04-20T04:16:52.000Z,1516631964195127296,RT @Variety: Jada Pinkett Smith's #RedTableTalk is coming back. But it's unclear whether Will Smith's infamous Oscars slap will be discusse…,4,0,0,0
1511555319020736513,2022-04-20T03:54:45.000Z,1516626397766111242,"@parrhizzia @imani_gomes @AyannaPressley ..by commiting assault? You act like there was no other way to handle the situation. Not to mention, it was a tepid JOKE.
Why can't JPS stand up/speak for herself? She claims to be empowered &amp; comfortable with her look 🤷🏻‍♂️
https://t.co/QdpT0qwFiO",0,0,0,0
2958044465,2022-04-20T03:19:47.000Z,1516617596803731457,New Trailer! Jada Pinkett Smith’s ‘Red Table Talk’ Returns Following Oscars Slap https://t.co/T8yGgMPQNA via @extratv,0,0,0,0
1049386251042873345,2022-04-20T02:50:46.000Z,1516610295644442628,"How should I respond to the #oscarslap in light of Easter?

#liveimmanuel #brokensaintblog https://t.co/uCkCAB76Xk",0,0,0,0
2891220923,2022-04-20T02:10:44.000Z,1516600219714170883,"Will Packer Claims Chris Rock Said Will Could Leave, Rock Sources Say That's a Lie https://t.co/fH262ILC0h via @TMZ",0,0,0,0
1002293322512297984,2022-04-20T02:05:03.000Z,1516598789372448769,"Will Smith’s Post-Slap Oscars Acceptance Speech Spiked Audience by 600,000 Viewers https://t.co/SojB2atNF6",0,0,0,0
2497930419,2022-04-20T01:40:29.000Z,1516592608407076875,RT @extratv: Jada Pinkett Smith is back at the red table in the wake of the Oscars altercation between Will Smith and Chris Rock. https://t…,1,0,0,0
15676578,2022-04-20T01:30:00.000Z,1516589969766330370,Jada Pinkett Smith is back at the red table in the wake of the Oscars altercation between Will Smith and Chris Rock. https://t.co/AOIUpohRHJ,1,0,1,0
1705999651,2022-04-20T01:10:36.000Z,1516585090079469575,"Social Update: Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap. Jada Pinkett Smith's ""Red Table Talk"" is returning with all-new episodes, but their lineup is glaringly missing Will Smith as a guest... https://t.co/PZ8abnGTnN #tmz #theartsandus https://t.co/CJumoUF1Xa",0,0,0,0
1000577623079247872,2022-04-20T00:26:54.000Z,1516574089799999492,- https://t.co/d9Qh0NyA2d,0,0,0,0
1382677869554458626,2022-04-20T00:04:20.000Z,1516568412536950791,"Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap https://t.co/aqM8xXJd1v Earn money now. Work on the Internet! https://t.co/XBKDNZ447g
 (#Siguemeytesigo) (#Followback) (#News) (#SDV)",0,0,0,0
1207441207997206529,2022-04-19T23:53:23.000Z,1516565656774352900,Jada Pinkett Smith releases Red Table Talk trailer after Will Smith Oscars slap https://t.co/3WSuPDR6uY via @MetroUK,0,1,0,0
2266204533,2022-04-19T22:49:29.000Z,1516549575036780544,"No shit.

https://t.co/sS9ootAMP7",0,0,0,0
67937047,2022-04-19T22:47:49.000Z,1516549156684255236,RT @froomkin: Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ…,8,0,0,0
51176565,2022-04-19T22:42:34.000Z,1516547832718626817,RT @froomkin: Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ…,8,0,0,0
10507282,2022-04-19T22:39:00.000Z,1516546935850561538,RT @froomkin: Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ…,8,0,0,0
1512374511663935489,2022-04-19T22:35:37.000Z,1516546086768316418,"RT @usweekly: Weeks later, celebs are *still* reacting to the #OSCARS slap. https://t.co/rXuRipVpEX",1,0,0,0
20012204,2022-04-19T22:35:00.000Z,1516545930840915970,"Weeks later, celebs are *still* reacting to the #OSCARS slap. https://t.co/rXuRipVpEX",1,1,5,0
1285012716,2022-04-19T22:24:44.000Z,1516543348064100357,RT @froomkin: Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ…,8,0,0,0
819644227,2022-04-19T22:06:48.000Z,1516538832358981635,RT @froomkin: Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ…,8,0,0,0
47554499,2022-04-19T22:00:01.000Z,1516537128519233536,RT @froomkin: Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ…,8,0,0,0
1281303947857113088,2022-04-19T21:58:21.000Z,1516536705578242050,RT @froomkin: Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ…,8,0,0,0
172954545,2022-04-19T21:52:58.000Z,1516535351250239501,RT @froomkin: Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ…,8,0,0,0
14588748,2022-04-19T21:51:46.000Z,1516535048413065219,Great headline: The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/daaoJ11zTN,8,1,16,0
2707584582,2022-04-19T21:47:02.000Z,1516533860237910017,'Saturday Night Live' takes on Will Smith's Oscars slap https://t.co/uQIfz5djsK #BreakingNews #news #Twitter #Ukraine️ #UkraineRussiaWar #Trump #Biden,0,0,0,0
274016135,2022-04-19T21:33:13.000Z,1516530383826915330,"RT @ProjectionInc: From virtual, broadcast and livestream, to in-person and hybrid, connecting and collaborating was the primary focus of t…",1,0,0,0
20194256,2022-04-19T21:26:11.000Z,1516528612006105090,"Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap https://t.co/Y0lLX3xgsl",0,0,0,0
80873474,2022-04-19T21:11:03.000Z,1516524803670171652,"Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap https://t.co/MtOBxWpAL7 https://t.co/471KhP6kjY",0,0,0,0
543361006,2022-04-19T21:03:54.000Z,1516523004624359429,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
488309398,2022-04-19T21:01:17.000Z,1516522346697347075,"Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap via @TMZcancel red fake table…… https://t.co/7B09qcREDV",0,0,0,0
95596412,2022-04-19T21:00:07.000Z,1516522050244034584,"""There’s too much reliance on written statements and not enough acknowledgment that multiple apologies are missing from all parties.""

#hollywoodnews #variety #theimagecartel

https://t.co/JPV64kl3M9",0,0,0,0
3182894353,2022-04-19T20:52:46.000Z,1516520201826844672,"Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap https://t.co/LohjPr4jzG",0,0,0,0
64919580,2022-04-19T20:45:35.000Z,1516518396074070025,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
287608175,2022-04-19T20:45:11.000Z,1516518294861320202,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
1266641846954057728,2022-04-19T20:43:35.000Z,1516517890740129804,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
860819376,2022-04-19T20:43:13.000Z,1516517800306696194,"Hosted By MFrazz: Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap https://t.co/YkM3jmZ6lS",0,0,0,0
297097895,2022-04-19T20:42:39.000Z,1516517658459394048,"Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap https://t.co/Zfc2HBgIm7",0,0,0,0
1420660507,2022-04-19T20:42:37.000Z,1516517649965993984,"Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap https://t.co/i0MMEH69OI https://t.co/WtAuhE1d7i",0,0,0,0
904856142,2022-04-19T20:39:42.000Z,1516516912754221060,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
1514149588252385286,2022-04-19T20:37:35.000Z,1516516380106903556,"Jada Pinkett Smith's 'Red Table Talk' Lineup Revealed, No Mention Of Will or Slap https://t.co/vPoD0PbL8g",0,0,0,0
98432389,2022-04-19T20:37:10.000Z,1516516277661143043,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
915660083069145089,2022-04-19T20:34:27.000Z,1516515591871475716,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
2857007766,2022-04-19T20:33:37.000Z,1516515382642708483,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
260014669,2022-04-19T20:33:27.000Z,1516515342629187584,"RT @TMZ: Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about h…",11,0,0,0
16331010,2022-04-19T20:31:40.000Z,1516514891489849347,"Jada Pinkett Smith's 'Red Table Talk' is coming back for a new season, but it looks like Will won't be joining her to talk about his Oscars slap. https://t.co/BkvqJRcjAT",11,51,69,19
1419666560109719555,2022-04-19T20:31:02.000Z,1516514732525694988,Zayn Malik’s Favorite Fighter Calls Out Former Interim UFC Champion With Chris Rock and Will Smith’s Oscars Slap Reference https://t.co/u6PkP3yszs,0,0,0,0
143733181,2022-04-19T20:16:27.000Z,1516511063436636164,I liked this piece by @RachelConnoll14 on the facile online tendency to compare things to other (unrelated) things https://t.co/MgkrdbNAxZ,0,0,0,0
1288496932130824197,2022-04-19T19:58:55.000Z,1516506652417171456,RT @Variety: Jada Pinkett Smith's #RedTableTalk is coming back. But it's unclear whether Will Smith's infamous Oscars slap will be discusse…,4,0,0,0
1358878482349117442,2022-04-19T19:27:38.000Z,1516498778924236802,RT @AlainPersian: #ویل_اسمیت، بازیگر معروف آمریکایی، در سایه حواشی مراسم #اسکار ۲۰۲۲ اعلام کرد از عضویت در آکادمی علوم و هنرهای سینمایی اسک…,1,0,0,0
392946127,2022-04-19T19:24:31.000Z,1516497995247890432,RT @Variety: Jada Pinkett Smith's #RedTableTalk is coming back. But it's unclear whether Will Smith's infamous Oscars slap will be discusse…,4,0,0,0
1070748296220721152,2022-04-19T19:24:26.000Z,1516497974565781504,RT @Variety: Jada Pinkett Smith's #RedTableTalk is coming back. But it's unclear whether Will Smith's infamous Oscars slap will be discusse…,4,0,0,0
17525171,2022-04-19T19:23:35.000Z,1516497758701514755,Jada Pinkett Smith's #RedTableTalk is coming back. But it's unclear whether Will Smith's infamous Oscars slap will be discussed. https://t.co/svri75Nokn,4,11,21,10
1364579275387592712,2022-04-19T19:02:51.000Z,1516492542300274694,"RT @Variety: Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/svri75vNsP",5,0,0,0
19491908,2022-04-19T18:56:17.000Z,1516490886699536394,"RT @Variety: Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/svri75vNsP",5,0,0,0
1420660507,2022-04-19T18:35:08.000Z,1516485565322911747,"#JadaPinkettSmith’s ‘#RedTableTalk’ Announces Lineup for New Season, but No Mention of #Oscars Slap https://t.co/HO2hb4BPjh https://t.co/9FzkkgGo8H",0,0,0,0
32779145,2022-04-19T18:21:46.000Z,1516482200518426632,"Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/TVVqQWC9WU",0,0,0,0
423241704,2022-04-19T18:21:06.000Z,1516482035774332932,"RT @Variety: Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/svri75vNsP",5,0,0,0
1123117357,2022-04-19T18:20:03.000Z,1516481770979422209,"Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/TnZW041KgI",0,0,0,0
564577739,2022-04-19T18:18:06.000Z,1516481280254242818,"RT @Variety: Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/svri75vNsP",5,0,0,0
1514149588252385286,2022-04-19T18:18:02.000Z,1516481263233732613,"Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/wt17RP62eQ #News #JadaPinkettSmith",0,0,0,0
17525171,2022-04-19T18:14:48.000Z,1516480449522110467,"Jada Pinkett Smith’s ‘Red Table Talk’ Announces Lineup for New Season, but No Mention of Oscars Slap https://t.co/svri75vNsP",5,7,28,5
324037129,2022-04-19T18:00:15.000Z,1516476785919246342,"From virtual, broadcast and livestream, to in-person and hybrid, connecting and collaborating was the primary focus of this year’s #GMID22 https://t.co/iGkxAsmeBO #eventprofs #meetingprofs via @EventMB https://t.co/KQzpJSK22P",1,0,2,0
15676578,2022-04-19T17:42:29.000Z,1516472317089525760,Jada Pinkett Smith is back at the red table in the wake of the Oscars altercation between Will Smith and Chris Rock. https://t.co/wKf4hPSOtt,1,1,0,0
1475625085813854215,2022-04-19T17:40:13.000Z,1516471744663625738,RT @HarringtonBoyce: Thank you fortune for the shoutout 🚀👏Slapping our way to a new ATH 🚀https://t.co/baoAUbnoxi#SLAP #OSCARS… https://t.co…,1,0,0,0
38412700,2022-04-19T17:38:48.000Z,1516471387925270528,"RT @LoraineForLA: Note to @LAtimes: readers care about climate -- and they want the Times to cover the protests that are happening

The cli…",4,0,0,0
1113942176331968513,2022-04-19T17:34:38.000Z,1516470341064744960,"RT @LogoArchitect: VIVIDESIGN Group -  Chris Rock Sold More Tour Tickets This Week Than Before Oscars Slap, Reseller Says https://t.co/ePPm…",1,0,0,0
1442987495344549891,2022-04-19T17:05:50.000Z,1516463091915145222,Jada Pinkett Smith’s 'Red Table Talk’ Returns After Oscars Slap Incident: Watch the Star-Studded Trailer https://t.co/iXob0ehPn6,0,0,0,0
480890339,2022-04-19T17:05:17.000Z,1516462954476048385,"RT @LoraineForLA: Note to @LAtimes: readers care about climate -- and they want the Times to cover the protests that are happening

The cli…",4,0,0,0
20012204,2022-04-19T16:52:55.000Z,1516459843569213446,"After keeping a low profile in the weeks following the 2022 #OSCARS, Jada Pinkett Smith returns to #FacebookWatch in #RedTableTalk for season 5.  https://t.co/RJIa83XWvV",0,4,3,0
132573995,2022-04-19T16:39:24.000Z,1516456442546606082,"We examined a variety of crises in Q1 that brands have had to navigate, including workplace issues, protests, and the infamous Oscars slap.

Download our full report for access to all of the insights:

https://t.co/r5swFcJOAO",0,0,0,0
134826316,2022-04-19T16:38:04.000Z,1516456104632492034,"RT @LoraineForLA: Note to @LAtimes: readers care about climate -- and they want the Times to cover the protests that are happening

The cli…",4,0,0,0
3660566372,2022-04-19T16:28:01.000Z,1516453574099701762,"RT @LoraineForLA: Note to @LAtimes: readers care about climate -- and they want the Times to cover the protests that are happening

The cli…",4,0,0,0
1076238692941885440,2022-04-19T16:22:48.000Z,1516452262465339393,"Note to @LAtimes: readers care about climate -- and they want the Times to cover the protests that are happening

The climate change story that generated way more reader mail than Will Smith's Oscars slap https://t.co/XEHEp70XTl",4,0,6,0
283604227,2022-04-19T16:00:07.000Z,1516446553392619521,"Andy Vermaut shares:‘Red Table Talk’ Season 5 Trailer: Is Will Smith Set to Appear On Jada’s Show After Oscar’s Slap?: Following Will Smith’s incident at the Oscars, there will be plenty… https://t.co/6bfj34v9yg Thank you. #AndyVermautLovesHollywood #ThankYouForTheEntertainment https://t.co/QZu9aIfaWH",0,0,1,0
1332941354586886144,2022-04-19T15:54:09.000Z,1516445054012960770,‘Red Table Talk’ Season 5 Trailer: Is Will Smith Set to Appear On Jada’s Show After Oscar’s Slap? https://t.co/vc1I3Lr9ZV,0,0,0,0
458159100,2022-04-19T15:05:24.000Z,1516432786806161419,"Jada Pinkett Smith has announced the return of her hit talk show series Red Table Talk, just weeks after the controversy surrounding husband #WillSmith and the #Oscars

Continue reading at https://t.co/qz4IUqa59f | 10z viral",0,0,2,0
1259879381465325568,2022-04-19T14:57:43.000Z,1516430851025776640,"That is why I have stop watching Oscar in last 10 yrs. 
Oscars' 'punishment' for Will Smith slap is pathetic and weak https://t.co/5rc1WcZIQt via @nypost",0,0,0,0
1450428010860105728,2022-04-19T14:20:42.000Z,1516421536512626690,RT @BreitbartNews: “What are you investigating? It had to be the most recorded assault in history.” https://t.co/A85ZS50ETd,27,0,0,0
1480272768792944651,2022-04-19T13:31:55.000Z,1516409259516379138,"@aidemarron1 Several sources reported that the audience grew after the slap 👉 https://t.co/DCbtX4FAc2
I don't know if this was planned, but it definitely tells us a lot about audience behavior.",0,0,1,0
19608452,2022-04-19T13:11:15.000Z,1516404059149897731,"RT @CRInstitute: 2022 Oscars telecast on 3/27, Will Smith slapped Chris Rock. News cycles dominated by this pop culture story. Denzel Washi…",1,0,0,0
20602519,2022-04-19T13:00:44.000Z,1516401411969409024,"2022 Oscars telecast on 3/27, Will Smith slapped Chris Rock. News cycles dominated by this pop culture story. Denzel Washington's comments about the slap at Pastor T.J. Jakes International Leadership Summit in CLT. Who is Jakes? Beliefs? See https://t.co/NrdIbrzgec #apologetics https://t.co/xWr8cnWA0r",1,0,2,0
852661831609057280,2022-04-19T12:34:02.000Z,1516394694170841092,RT @BreitbartNews: “What are you investigating? It had to be the most recorded assault in history.” https://t.co/jOVJHN3V1s,36,0,0,0
996171062,2022-04-19T11:32:42.000Z,1516379255080296449,Before the Oscars Slap: Will Smith’s Most Controversial Moments Through the Years https://t.co/I1omv6pPr7,0,0,0,0
1505082259241529355,2022-04-19T10:57:08.000Z,1516370306947985408,"RT @935KDAY: #KrushGroove artist DJ Quik speaks on releasing new music as NFT’s &amp; shares opinion on Will Smith Oscars situation 🔥💯👑
•
@djqu…",1,0,0,0
337869882,2022-04-19T10:26:39.000Z,1516362634693648391,https://t.co/TvcKVIka0j,0,0,2,0
3042290454,2022-04-19T10:03:46.000Z,1516356874253135874,"Will Smith Resigns From Academy Over Chris Rock Oscars Slap – Variety

I’d slap the shit out of you. https://t.co/ed0h2AYaDT",0,0,0,0
55523059,2022-04-19T08:32:22.000Z,1516333874959331330,"RT @RachelConnoll14: Wrote about the thing of saying this thing is basically that thing, which is just like this other thing, and on and on…",46,0,0,0
223060015,2022-04-19T08:04:20.000Z,1516326821578489857,Body Language Analyst REACTS to WILL SMITH/CHRIS ROCK SLAP at 2022 Oscars. WAS IT STAGED? - YouTube https://t.co/CX1oQS4ySJ,0,0,0,0
1061315510963294208,2022-04-19T07:04:04.000Z,1516311652043350019,Will Smith has now apologised for his actions at the Oscars. https://t.co/0CoTx7So9w,0,0,1,0
209386990,2022-04-19T05:00:01.000Z,1516280433276866568,"Following the media circus surrounding the infamous slap at the Oscars, how has the Academy held offenders accountable before this incident?  https://t.co/EHySyEBbV0",0,0,0,0
1462591029094219780,2022-04-19T04:45:56.000Z,1516276892625620994,RT @BreitbartNews: “What are you investigating? It had to be the most recorded assault in history.” https://t.co/A85ZS50ETd,27,0,0,0
3127521240,2022-04-19T03:20:10.000Z,1516255308804497411,"RT @rummanahussain: For my latest column, I touched on the South Asian/Asian American experience tied to the other Chris Rock joke that dre…",5,0,0,0
1415062574773723136,2022-04-19T02:53:28.000Z,1516248587755311109,RT @BreitbartNews: “What are you investigating? It had to be the most recorded assault in history.” https://t.co/jOVJHN3V1s,36,0,0,0
458159100,2022-04-19T02:45:18.000Z,1516246531103498243,"While everyone is talking about #WillSmith slapping Chris Rock at the 94th Academy Awards, we thought we’d turn ur attention to another Will … Will Packer!

Continue reading at https://t.co/b3JNj9XgDV | 10z viral",0,0,0,0
458159100,2022-04-19T02:36:40.000Z,1516244359645179906,"#ChrisRock has finally broken his silence after being slapped by #WillSmith at the #Oscars. On Wednesday the comedian took the stage at The Wilbur in #Boston for a four day stint and was greeted to a standing ovation

Continue reading at https://t.co/JiqbCD2rmf | 10z viral",0,0,0,0
459498431,2022-04-19T02:23:50.000Z,1516241131754905608,"RT @rummanahussain: For my latest column, I touched on the South Asian/Asian American experience tied to the other Chris Rock joke that dre…",5,0,0,0
458159100,2022-04-19T02:22:05.000Z,1516240689964666889,"While many assumed that #WillSmith’s career was over after his infamous Oscars outburst last month, it appears as if Hollywood studios are keeping the door open to continue their working relationship with the actor.

Continue reading at https://t.co/ji6zokK4xO | 10z viral",0,2,1,0
